bt,km,transmission,owner,modelYear,price,place,Insurance Validity,Fuel Type,Seats,Engine Displacement,oem_encoded,num_features,num_Comfort,num_Interior,num_Exterior,frequency_encoded_model,variantName_encoded
2.0,90000,1,3,2012,455000,1,0.0,1.0,5,1582,9,9,11,9,8,0.021746923168837376,0.0001194885888397658
0.0,45025,1,1,2019,777000,1,0.0,0.0,5,1197,9,9,26,12,13,0.03955072290596248,0.000597442944198829
0.0,22356,1,1,2017,701000,1,0.0,0.0,5,1197,20,9,15,12,13,0.03524913370773091,0.0027482375433146135
2.0,96000,1,1,2014,625000,1,0.0,1.0,5,1582,9,9,16,11,10,0.021746923168837376,0.0003584657665192974
0.0,35564,0,2,2019,478000,1,1.0,0.0,5,998,20,9,12,9,10,0.0181622655036444,0.0071693153303859485
0.0,72632,0,1,2016,465000,1,0.0,1.0,5,1248,5,9,12,12,9,0.0008364201218783606,0.0001194885888397658
2.0,57349,0,1,2015,472000,1,1.0,0.0,5,1496,30,9,11,10,7,0.0027482375433146135,0.00370414625403274
2.0,31915,0,1,2018,604000,1,1.0,1.0,5,1498,8,9,14,11,5,0.020910503046959017,0.0008364201218783606
2.0,80000,1,1,2012,1050000,1,0.0,1.0,5,2400,32,9,20,12,19,0.0010753972995578922,0.0001194885888397658
0.0,44094,0,1,2010,273000,1,1.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
3.0,236000,0,1,2008,499000,1,0.0,1.0,8,2494,30,9,14,9,6,0.006691360975026885,0.0002389771776795316
2.0,75000,0,1,2008,299000,1,0.0,1.0,5,1493,9,9,17,9,5,0.021746923168837376,0.000597442944198829
2.0,92000,1,1,2009,425000,1,0.0,1.0,5,1896,28,9,17,12,12,0.0010753972995578922,0.0001194885888397658
0.0,148914,0,2,2004,194000,1,4.0,1.0,5,1405,29,2,3,1,1,0.0014338630660771896,0.0003584657665192974
0.0,48000,1,1,2020,499000,1,0.0,0.0,5,998,20,9,5,6,5,0.005854940853148524,0.0003584657665192974
1.0,10000,1,1,2022,1650000,1,0.0,0.0,5,999,31,9,22,11,19,0.0027482375433146135,0.0004779543553590632
2.0,33600,0,1,2018,750000,1,1.0,1.0,5,1498,8,9,14,11,8,0.020910503046959017,0.0003584657665192974
2.0,68950,1,2,2018,724000,1,1.0,0.0,5,1496,30,9,22,11,13,0.002031306010276019,0.000597442944198829
0.0,47763,0,1,2012,300000,1,0.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
3.0,8368,0,1,2022,800000,1,0.0,0.0,7,999,27,9,9,10,5,0.005257497908949695,0.0007169315330385948
1.0,51897,0,1,2018,810000,1,0.0,1.0,5,1497,29,9,18,11,10,0.01051499581789939,0.0001194885888397658
2.0,40274,0,2,2014,459000,1,2.0,0.0,5,1198,8,9,15,11,5,0.020910503046959017,0.002867726132154379
2.0,90000,1,1,2012,750000,1,0.0,1.0,5,1995,1,9,19,11,11,0.004660054964750866,0.001194885888397658
0.0,62648,0,1,2016,497000,1,1.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
0.0,58448,0,1,2017,577000,1,1.0,0.0,5,1197,20,9,11,10,12,0.03524913370773091,0.007288803919225714
0.0,40000,0,1,2022,670000,1,0.0,0.0,5,1197,9,9,13,11,7,0.0071693153303859485,0.009200621340661966
1.0,88695,0,1,2017,690000,1,0.0,1.0,5,1498,6,9,16,13,13,0.01995459433624089,0.0008364201218783606
1.0,20000,0,1,2021,1700000,1,0.0,1.0,5,1956,16,9,29,11,23,0.005735452264308758,0.0009559087107181264
2.0,99840,0,1,2014,252000,1,4.0,1.0,5,1248,29,9,14,10,10,0.0017923288325964871,0.0003584657665192974
0.0,120000,0,2,2012,294000,1,0.0,1.0,5,1199,31,9,11,12,12,0.017564822559445574,0.0003584657665192974
2.0,10000,0,1,2023,1900000,1,0.0,0.0,5,1482,9,9,26,10,14,0.021746923168837376,0.0003584657665192974
2.0,20000,1,2,2022,1850000,1,0.0,0.0,5,999,31,9,22,11,16,0.000597442944198829,0.0003584657665192974
2.0,20000,1,1,2018,700000,1,0.0,0.0,5,1199,8,9,15,11,5,0.020910503046959017,0.0003584657665192974
2.0,31000,1,1,2021,1350000,1,0.0,0.0,5,1497,8,9,27,12,13,0.04421077787071335,0.0013143744772374237
0.0,93407,0,2,2018,470000,1,1.0,0.0,5,1199,29,9,14,12,13,0.011470904528617517,0.0032261918986736765
0.0,75932,0,2,2011,320000,1,1.0,0.0,5,1197,20,8,5,5,5,0.041821006093918034,0.017325845381766042
0.0,44000,1,1,2015,650000,1,1.0,0.0,5,1197,31,9,14,11,14,0.017564822559445574,0.0021507945991157845
0.0,62936,1,1,2019,529000,1,0.0,0.0,5,1086,9,9,13,8,9,0.006093918030828056,0.001194885888397658
0.0,40841,0,1,2016,646000,1,1.0,0.0,5,1197,9,9,17,11,12,0.03955072290596248,0.004779543553590632
2.0,150000,0,2,2016,480000,1,0.0,1.0,5,1248,20,9,12,9,10,0.03023061297646075,0.009320109929501733
0.0,66561,0,1,2017,607000,1,0.0,0.0,5,1197,9,9,14,10,10,0.03955072290596248,0.007886246863424543
0.0,114800,0,2,2016,160000,1,0.0,1.0,5,1396,29,8,6,8,5,0.0015533516549169554,0.0015533516549169554
0.0,97726,0,1,2016,374000,1,0.0,0.0,5,998,20,8,11,7,6,0.0181622655036444,0.04026765443900108
1.0,81462,0,1,2019,817000,1,0.0,0.0,5,1497,6,9,17,12,12,0.01995459433624089,0.0016728402437567213
0.0,120000,0,1,2015,180000,1,0.0,1.0,5,1396,29,8,6,8,5,0.0015533516549169554,0.0015533516549169554
0.0,31286,1,1,2019,680000,1,2.0,0.0,5,1197,20,9,10,8,7,0.041821006093918034,0.003106703309833911
0.0,20000,0,1,2022,1000000,1,0.0,0.0,5,1197,20,9,15,12,18,0.03524913370773091,0.0009559087107181264
0.0,20000,0,1,2022,1000000,1,0.0,0.0,5,1197,20,9,15,12,18,0.03524913370773091,0.0009559087107181264
2.0,57600,1,1,2018,1080000,1,0.0,0.0,5,1591,9,9,26,13,10,0.021746923168837376,0.0007169315330385948
2.0,54000,0,1,2013,315000,1,0.0,0.0,5,1199,2,9,13,8,7,0.0010753972995578922,0.0004779543553590632
0.0,50000,0,2,1985,160000,1,0.0,0.0,4,796,20,7,1,3,2,0.0015533516549169554,0.0001194885888397658
0.0,20000,0,1,2020,760000,1,0.0,0.0,5,1197,20,9,16,11,15,0.03524913370773091,0.0045405663759111
3.0,100000,0,2,2011,300000,1,0.0,1.0,7,2179,29,9,17,9,12,0.0001194885888397658,0.0001194885888397658
2.0,40000,0,2,2017,825000,1,0.0,0.0,5,1497,8,9,17,12,10,0.04421077787071335,0.006093918030828056
2.0,49260,1,1,2017,741000,1,2.0,1.0,5,1248,20,9,19,12,8,0.03023061297646075,0.000597442944198829
0.0,73069,0,1,2015,365000,1,0.0,0.0,5,998,20,9,12,9,10,0.0181622655036444,0.0071693153303859485
0.0,80000,0,1,2013,409999,1,0.0,0.0,5,1197,20,8,11,9,8,0.041821006093918034,0.04026765443900108
2.0,78850,0,1,2014,475000,1,0.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.04026765443900108
0.0,89224,0,2,2016,561000,1,0.0,0.0,5,1197,9,9,14,10,10,0.03955072290596248,0.007886246863424543
3.0,90000,1,2,2017,1200000,1,0.0,1.0,7,2179,29,9,23,12,18,0.0013143744772374237,0.0003584657665192974
0.0,59084,0,2,2017,411000,1,1.0,0.0,5,998,20,9,11,10,11,0.02987214720994145,0.00824471262994384
0.0,70000,1,1,2016,459999,1,0.0,0.0,5,998,20,9,12,10,11,0.02987214720994145,0.0032261918986736765
0.0,59730,0,2,2013,309000,1,0.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
2.0,50933,0,1,2015,594000,1,2.0,0.0,5,1497,8,9,17,10,5,0.04421077787071335,0.0013143744772374237
0.0,40000,1,2,2016,1800000,1,0.0,1.0,5,1984,32,9,19,13,14,0.0002389771776795316,0.0001194885888397658
2.0,94426,0,1,2016,516000,1,1.0,0.0,5,1197,20,9,15,10,9,0.03023061297646075,0.04026765443900108
3.0,50000,0,2,2019,1300000,1,0.0,1.0,7,2179,29,9,23,12,16,0.0013143744772374237,0.0002389771776795316
1.0,120000,0,2,2013,680000,1,0.0,1.0,7,2179,17,9,17,11,12,0.015414027960329788,0.0004779543553590632
0.0,80000,1,1,2017,760000,1,0.0,0.0,5,1197,31,9,14,11,14,0.017564822559445574,0.0001194885888397658
2.0,75000,0,1,2012,499000,1,0.0,1.0,5,1598,28,9,17,12,9,0.007886246863424543,0.0004779543553590632
1.0,78500,0,1,2018,1300000,1,0.0,1.0,7,1997,17,9,23,11,17,0.015414027960329788,0.0008364201218783606
0.0,56000,0,1,2013,450000,1,0.0,1.0,5,1248,20,8,10,9,7,0.005257497908949695,0.003943123431712272
0.0,100000,0,1,2014,295000,1,0.0,1.0,5,1248,5,9,11,11,9,0.0008364201218783606,0.0004779543553590632
0.0,32289,1,2,2017,667000,1,0.0,0.0,5,1368,9,9,16,8,6,0.03955072290596248,0.0001194885888397658
1.0,106467,1,1,2018,790000,1,1.0,0.0,5,1198,29,9,17,12,10,0.01051499581789939,0.0003584657665192974
0.0,75000,0,1,2014,480000,1,0.0,1.0,5,1248,20,9,11,10,9,0.041821006093918034,0.009320109929501733
2.0,109832,0,2,2014,463999,1,1.0,0.0,5,1497,8,9,17,10,8,0.04421077787071335,0.006093918030828056
2.0,44123,1,1,2018,1228000,1,0.0,0.0,5,1999,9,9,28,12,10,0.0032261918986736765,0.000597442944198829
2.0,100000,0,2,2014,390000,1,0.0,0.0,5,1198,8,8,10,9,4,0.020910503046959017,0.0004779543553590632
1.0,121129,0,2,2017,801000,1,0.0,1.0,5,1248,20,9,22,11,15,0.01111243876209822,0.0019118174214362528
0.0,40000,0,2,2020,560000,1,0.0,0.0,5,1197,20,9,12,10,12,0.0071693153303859485,0.0008364201218783606
1.0,72607,0,1,2016,420000,1,2.0,1.0,5,1198,17,9,12,11,12,0.002031306010276019,0.0001194885888397658
0.0,28467,0,2,2016,472000,1,0.0,0.0,5,1197,9,9,11,9,11,0.03106703309833911,0.011590393117457283
2.0,60000,0,1,2017,750000,1,0.0,0.0,5,1598,28,9,22,13,11,0.007886246863424543,0.0003584657665192974
1.0,122474,0,1,2017,1098000,1,1.0,1.0,5,1582,9,9,23,11,16,0.023180786234914565,0.0013143744772374237
0.0,37665,1,1,2017,650000,1,4.0,0.0,5,1197,20,9,11,10,12,0.03524913370773091,0.0016728402437567213
1.0,152000,1,1,2017,4550000,1,0.0,1.0,7,1969,32,9,30,16,20,0.000597442944198829,0.0001194885888397658
0.0,50000,0,2,2014,320000,1,0.0,0.0,5,998,20,9,11,10,11,0.02987214720994145,0.00824471262994384
2.0,110000,0,1,2018,680000,1,0.0,1.0,5,1498,8,9,14,11,5,0.020910503046959017,0.0008364201218783606
1.0,120000,0,3,2012,600000,1,0.0,1.0,7,2179,17,9,17,11,12,0.015414027960329788,0.001194885888397658
2.0,45000,1,1,2016,2699000,1,0.0,1.0,5,1968,0,9,30,13,12,0.00370414625403274,0.000597442944198829
0.0,85000,0,1,2016,499000,1,0.0,1.0,5,1120,9,9,12,9,9,0.03106703309833911,0.0014338630660771896
2.0,61000,1,1,2021,1250000,1,0.0,0.0,5,1497,8,9,27,12,14,0.04421077787071335,0.00227028318795555
0.0,94540,0,1,2014,409000,1,0.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
1.0,96620,0,1,2018,991000,1,1.0,0.0,5,1591,9,9,21,11,16,0.023180786234914565,0.002389771776795316
3.0,90000,0,3,2013,750000,1,0.0,1.0,8,2494,30,9,13,12,10,0.006691360975026885,0.0007169315330385948
0.0,104436,1,2,2016,496000,1,0.0,0.0,5,1197,9,9,15,11,14,0.03106703309833911,0.0008364201218783606
0.0,28545,0,1,2017,298000,1,0.0,0.0,5,799,4,9,10,7,6,0.005496475086629227,0.0032261918986736765
0.0,66500,0,1,2019,720000,1,0.0,0.0,5,999,31,9,16,11,14,0.017564822559445574,0.000597442944198829
0.0,80133,0,1,2017,583000,1,0.0,0.0,5,1197,9,9,17,11,12,0.03955072290596248,0.004779543553590632
2.0,106000,1,1,2011,1125000,1,0.0,1.0,5,2143,21,9,20,12,15,0.006930338152706416,0.0009559087107181264
1.0,26852,0,1,2020,982000,1,2.0,0.0,5,1462,20,9,16,10,16,0.003465169076353208,0.002509260365635082
0.0,59990,0,1,2015,458000,1,0.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
1.0,110000,0,2,2015,950000,1,0.0,1.0,7,2179,17,9,23,10,17,0.015414027960329788,0.000597442944198829
2.0,75135,0,1,2018,852999,1,2.0,1.0,5,1498,8,9,25,11,11,0.04421077787071335,0.0002389771776795316
0.0,50000,0,2,2019,600000,1,0.0,0.0,5,1197,9,9,19,11,14,0.03106703309833911,0.002389771776795316
2.0,73000,0,1,2010,390000,1,0.0,0.0,5,1799,8,9,13,11,8,0.0017923288325964871,0.0007169315330385948
0.0,70000,0,2,2018,620000,1,0.0,0.0,5,1197,20,9,13,12,13,0.03524913370773091,0.0059744294419882904
1.0,120000,0,1,2006,400000,1,0.0,1.0,8,2609,17,8,11,8,8,0.004660054964750866,0.0001194885888397658
1.0,20000,0,1,2021,2200000,1,0.0,1.0,7,1956,29,9,19,15,17,0.0027482375433146135,0.0001194885888397658
3.0,120000,0,1,2012,750000,1,0.0,1.0,7,2494,30,9,7,6,2,0.006691360975026885,0.000597442944198829
3.0,120000,0,2,2013,975000,1,0.0,1.0,7,2494,30,9,7,6,2,0.006691360975026885,0.000597442944198829
0.0,50824,0,1,2013,447000,1,2.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
0.0,85507,0,2,2013,409999,1,0.0,1.0,5,1248,20,9,11,10,9,0.041821006093918034,0.009320109929501733
2.0,70000,0,1,2010,330000,1,0.0,1.0,5,1493,9,9,17,9,5,0.021746923168837376,0.000597442944198829
0.0,75773,0,2,2014,372000,1,1.0,0.0,5,1197,20,9,12,10,10,0.005257497908949695,0.0016728402437567213
0.0,62000,0,1,2016,470000,1,0.0,1.0,5,1120,9,8,11,8,6,0.03106703309833911,0.0003584657665192974
0.0,47004,0,1,2012,297000,1,2.0,0.0,5,1197,9,8,10,7,3,0.021866411757677142,0.009200621340661966
0.0,110000,0,2,2014,420000,1,0.0,1.0,5,1498,31,9,10,10,10,0.017564822559445574,0.0008364201218783606
0.0,97085,0,2,2013,405999,1,1.0,1.0,5,1248,20,9,11,10,9,0.041821006093918034,0.009320109929501733
2.0,87449,0,3,2014,561000,1,0.0,1.0,5,1582,9,9,14,11,10,0.021746923168837376,0.0027482375433146135
0.0,100000,0,1,2016,350000,1,0.0,1.0,5,1248,20,8,5,7,4,0.005257497908949695,0.0017923288325964871
0.0,53338,0,2,2012,193000,1,0.0,0.0,5,796,20,9,5,4,2,0.006452383797347353,0.0038236348428725055
2.0,120000,0,2,2011,400000,1,0.0,0.0,5,1497,8,9,17,10,9,0.04421077787071335,0.0010753972995578922
0.0,78000,0,1,2019,765000,1,0.0,1.0,5,1396,9,9,18,11,11,0.03955072290596248,0.0004779543553590632
3.0,112000,0,1,2017,1998999,1,0.0,1.0,7,2393,30,9,22,14,15,0.007288803919225714,0.0003584657665192974
1.0,10000,0,1,2022,850000,1,0.0,0.0,5,999,24,9,22,13,18,0.00370414625403274,0.0008364201218783606
1.0,20000,0,1,2022,1000000,1,0.0,0.0,5,1462,20,9,18,9,14,0.01111243876209822,0.04026765443900108
1.0,89000,0,2,2012,556000,1,0.0,1.0,7,2179,17,9,17,11,12,0.015414027960329788,0.001194885888397658
0.0,100000,0,2,2008,100000,1,0.0,0.0,5,796,20,9,5,4,2,0.006452383797347353,0.0038236348428725055
3.0,20000,0,1,2021,1050000,1,0.0,0.0,7,1462,20,9,18,12,16,0.009798064284860795,0.0071693153303859485
1.0,13918,0,1,2022,909000,1,0.0,0.0,5,999,24,9,22,13,20,0.00370414625403274,0.0003584657665192974
1.0,28839,0,1,2020,734000,1,2.0,0.0,5,999,24,9,22,13,19,0.00370414625403274,0.0001194885888397658
0.0,30000,1,1,2017,450000,1,0.0,0.0,5,998,20,8,10,9,5,0.0181622655036444,0.002031306010276019
0.0,16097,1,1,2018,356000,1,1.0,0.0,5,999,4,9,10,7,6,0.005496475086629227,0.0003584657665192974
0.0,23683,1,1,2021,835000,1,2.0,0.0,5,999,31,9,13,11,11,0.017564822559445574,0.0001194885888397658
3.0,10000,0,1,2023,3100000,1,0.0,1.0,7,2393,30,9,24,14,20,0.007288803919225714,0.0001194885888397658
0.0,48471,0,2,2013,233000,1,0.0,0.0,5,998,20,9,7,6,5,0.010037041462540327,0.04026765443900108
0.0,62437,0,2,2013,221000,1,0.0,0.0,5,998,20,9,7,6,5,0.010037041462540327,0.04026765443900108
2.0,45000,1,1,2018,549000,1,0.0,0.0,5,1199,29,9,15,10,12,0.002867726132154379,0.0008364201218783606
2.0,15992,0,1,2022,881000,1,0.0,0.0,5,1462,20,9,13,8,10,0.015294539371490022,0.0015533516549169554
0.0,34000,0,1,2018,325000,1,0.0,0.0,5,796,20,8,6,8,4,0.019476639980881824,0.017325845381766042
0.0,45000,0,1,2008,250000,1,0.0,0.0,5,1197,9,8,10,7,2,0.021866411757677142,0.0021507945991157845
3.0,90000,0,1,2016,810000,1,0.0,1.0,7,1498,20,9,14,9,9,0.009798064284860795,0.0001194885888397658
1.0,40000,1,1,2018,1200000,1,0.0,1.0,5,1497,29,9,17,12,12,0.01051499581789939,0.0001194885888397658
0.0,22907,0,1,2022,650000,1,1.0,0.0,5,1197,20,8,5,5,5,0.041821006093918034,0.017325845381766042
0.0,79000,0,1,2012,315000,1,0.0,,5,998,20,8,7,7,4,0.02987214720994145,0.0009559087107181264
2.0,90000,0,2,2016,340000,1,0.0,1.0,5,1120,9,9,16,9,8,0.006332895208507588,0.0007169315330385948
0.0,16903,0,2,2019,333000,1,0.0,0.0,5,796,20,9,7,7,4,0.019476639980881824,0.0017923288325964871
0.0,36874,1,1,2018,568000,1,0.0,0.0,5,1198,24,9,9,9,6,0.0016728402437567213,0.0001194885888397658
2.0,60000,1,1,2017,650000,1,0.0,0.0,5,1373,20,9,17,11,9,0.015294539371490022,0.0003584657665192974
0.0,29994,0,2,2012,329000,1,2.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
0.0,26416,1,2,2019,806000,1,0.0,0.0,5,1197,9,9,26,12,13,0.03955072290596248,0.000597442944198829
2.0,70000,0,2,2018,775000,1,0.0,1.0,5,1498,28,9,22,13,11,0.007886246863424543,0.0007169315330385948
1.0,27581,0,2,2018,655000,1,0.0,0.0,5,1199,8,9,21,12,15,0.009798064284860795,0.006093918030828056
1.0,80000,1,1,2018,3250000,1,0.0,1.0,7,2755,30,9,29,12,15,0.0071693153303859485,0.0002389771776795316
2.0,88126,0,1,2020,672000,1,0.0,0.0,5,1197,20,9,19,11,8,0.03023061297646075,0.0027482375433146135
1.0,72563,1,1,2019,981000,1,0.0,0.0,5,998,9,9,20,11,12,0.00967857569602103,0.0015533516549169554
0.0,90000,0,2,2013,220000,1,0.0,,5,814,9,9,9,7,7,0.008364201218783606,0.0001194885888397658
1.0,88060,0,1,2016,803999,1,0.0,0.0,5,1591,9,9,21,11,16,0.023180786234914565,0.002389771776795316
0.0,20000,0,1,2022,800000,1,0.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.005496475086629227
3.0,119000,0,2,2015,950000,1,1.0,1.0,7,2494,30,8,9,7,3,0.006691360975026885,0.000597442944198829
0.0,60000,0,1,2017,600000,1,0.0,0.0,5,1197,9,9,13,8,6,0.03955072290596248,0.0021507945991157845
1.0,45000,1,1,2020,3595000,1,2.0,1.0,7,1996,6,9,29,13,20,0.0035846576651929743,0.0002389771776795316
3.0,80000,1,2,2021,2650000,1,0.0,1.0,7,2199,13,9,22,11,14,0.0009559087107181264,0.0010753972995578922
1.0,95315,0,1,2020,1475000,1,0.0,1.0,5,1582,9,9,21,10,7,0.023180786234914565,0.0001194885888397658
0.0,100000,0,2,2013,263000,1,0.0,0.0,5,998,20,9,8,7,6,0.02987214720994145,0.002509260365635082
0.0,31000,0,1,2010,245000,1,0.0,0.0,5,1086,9,9,9,6,6,0.0071693153303859485,0.003106703309833911
1.0,109271,0,1,2019,777000,1,1.0,1.0,5,1248,20,9,12,9,8,0.01111243876209822,0.003943123431712272
0.0,47844,1,2,2019,507000,1,3.0,0.0,5,1197,20,9,11,10,5,0.0071693153303859485,0.0003584657665192974
3.0,80000,0,2,2021,1050000,1,0.0,0.0,6,1462,20,9,23,12,18,0.002031306010276019,0.0045405663759111
0.0,62438,0,1,2013,297000,1,2.0,0.0,5,998,20,9,9,8,10,0.02987214720994145,0.00824471262994384
0.0,89318,0,3,2013,411000,1,0.0,0.0,5,1197,9,9,13,10,7,0.03955072290596248,0.0002389771776795316
3.0,90000,1,2,2021,2600000,1,0.0,1.0,7,2199,13,9,22,11,14,0.0009559087107181264,0.0010753972995578922
0.0,29200,1,2,2019,529000,1,3.0,0.0,5,1086,9,9,13,8,9,0.006093918030828056,0.001194885888397658
1.0,40000,1,1,2020,1950000,1,0.0,0.0,5,1451,16,9,22,11,16,0.005735452264308758,0.0003584657665192974
2.0,96940,1,1,2019,916000,1,0.0,0.0,5,1498,8,9,23,13,16,0.04421077787071335,0.00227028318795555
2.0,65850,0,1,2018,842000,1,1.0,0.0,5,1591,9,9,27,11,9,0.021746923168837376,0.002389771776795316
0.0,90000,0,1,2011,290000,1,0.0,0.0,5,1197,9,9,10,8,5,0.021866411757677142,0.011590393117457283
0.0,38264,1,1,2019,525000,1,2.0,0.0,5,1086,9,9,13,8,9,0.006093918030828056,0.001194885888397658
1.0,47000,1,1,2018,894999,1,0.0,0.0,5,1498,27,9,18,11,10,0.008364201218783606,0.0004779543553590632
1.0,77027,1,1,2019,3600000,1,0.0,1.0,7,2755,30,9,31,13,21,0.0071693153303859485,0.0001194885888397658
2.0,78000,0,1,2009,385000,1,0.0,0.0,5,1497,8,9,13,7,7,0.04421077787071335,0.0032261918986736765
1.0,70000,0,2,2019,1000000,1,0.0,1.0,5,1497,17,9,21,12,16,0.004421077787071335,0.0003584657665192974
2.0,112000,0,1,2008,300000,1,0.0,0.0,5,1781,28,9,16,11,11,0.002031306010276019,0.0001194885888397658
2.0,138000,0,1,2013,515000,1,0.0,1.0,5,1582,9,9,14,11,10,0.021746923168837376,0.0027482375433146135
0.0,51000,0,1,2010,299000,1,0.0,1.0,5,1399,6,9,10,8,8,0.007647269685745011,0.0017923288325964871
0.0,83462,0,2,2010,268000,1,0.0,0.0,5,1197,9,9,10,8,4,0.021866411757677142,0.007886246863424543
0.0,26494,0,1,2021,483000,1,2.0,0.0,5,999,27,9,11,7,8,0.01792328832596487,0.0014338630660771896
1.0,82000,1,1,2011,1299000,1,0.0,1.0,5,1995,1,9,20,11,14,0.003943123431712272,0.0010753972995578922
0.0,68101,0,1,2018,618000,1,1.0,0.0,5,1197,20,9,15,12,13,0.03524913370773091,0.0035846576651929743
0.0,99105,1,2,2018,691000,1,1.0,1.0,5,1248,20,9,13,11,10,0.041821006093918034,0.0008364201218783606
1.0,90000,0,1,2016,1000000,1,0.0,1.0,5,1582,9,9,23,11,16,0.023180786234914565,0.0013143744772374237
2.0,70424,1,2,2017,653000,1,1.0,0.0,5,1373,20,9,17,11,9,0.015294539371490022,0.0003584657665192974
1.0,98000,1,1,2018,990000,1,0.0,1.0,5,1248,20,9,20,11,15,0.01111243876209822,0.0004779543553590632
2.0,79189,0,2,2014,537000,1,0.0,1.0,5,1498,8,9,18,12,9,0.04421077787071335,0.0008364201218783606
0.0,115218,0,1,2011,252999,1,1.0,0.0,5,998,20,8,5,5,4,0.02987214720994145,0.002509260365635082
2.0,120000,0,1,2012,399000,1,0.0,0.0,5,1591,9,9,16,11,9,0.021746923168837376,0.0026287489544748474
0.0,119106,0,2,2015,471000,1,0.0,0.0,5,1197,20,9,16,9,12,0.041821006093918034,0.0071693153303859485
2.0,60000,0,2,2011,340000,1,0.0,0.0,5,1497,8,9,17,10,9,0.04421077787071335,0.0010753972995578922
0.0,60000,0,1,2017,659000,1,0.0,1.0,5,1248,20,9,12,10,6,0.041821006093918034,0.000597442944198829
0.0,80000,0,1,2019,370000,1,0.0,0.0,5,796,20,9,6,6,5,0.019476639980881824,0.005496475086629227
0.0,143000,0,2,2012,400000,1,0.0,1.0,5,1248,20,9,11,10,9,0.041821006093918034,0.0001194885888397658
0.0,50000,0,1,2018,700000,1,0.0,1.0,5,1248,20,9,10,10,9,0.041821006093918034,0.0009559087107181264
2.0,105000,1,1,2011,750000,1,0.0,1.0,5,1968,31,9,12,6,12,0.0003584657665192974,0.0001194885888397658
3.0,110000,1,1,2016,2000000,1,0.0,1.0,7,2755,30,9,23,14,15,0.007288803919225714,0.0004779543553590632
2.0,80000,0,1,2011,360000,1,0.0,0.0,5,1497,8,9,17,10,9,0.04421077787071335,0.0010753972995578922
0.0,121617,0,2,2013,368000,1,2.0,0.0,5,1197,20,9,11,7,7,0.041821006093918034,0.04026765443900108
2.0,83825,0,2,2015,556000,1,1.0,0.0,5,1598,31,9,17,12,10,0.008125224041104075,0.0008364201218783606
0.0,92299,0,1,2014,426000,1,4.0,0.0,5,1197,20,9,13,10,11,0.041821006093918034,0.0071693153303859485
1.0,50643,1,2,2018,961000,1,3.0,1.0,5,1248,20,9,20,11,15,0.01111243876209822,0.0004779543553590632
1.0,110243,0,2,2018,793000,1,3.0,1.0,7,1493,17,9,11,11,12,0.0032261918986736765,0.0003584657665192974
2.0,92721,1,1,2012,990000,1,0.0,1.0,5,2143,21,9,20,12,15,0.006930338152706416,0.0009559087107181264
1.0,93104,1,1,2016,951000,1,1.0,0.0,5,1591,9,9,21,11,16,0.023180786234914565,0.0014338630660771896
2.0,83858,0,3,2008,300000,1,4.0,0.0,5,1798,30,9,13,8,9,0.004660054964750866,0.00370414625403274
3.0,48869,0,1,2021,567000,1,2.0,0.0,7,1198,4,9,12,9,7,0.0015533516549169554,0.0014338630660771896
0.0,86555,0,1,2017,298000,1,1.0,0.0,5,998,20,9,7,6,5,0.010037041462540327,0.04026765443900108
2.0,60000,0,2,2011,350000,1,0.0,0.0,5,1598,31,9,17,12,10,0.008125224041104075,0.0008364201218783606
3.0,39316,0,1,2022,674000,1,3.0,0.0,7,999,27,9,9,10,5,0.005257497908949695,0.0007169315330385948
1.0,110000,0,2,2014,450000,1,0.0,1.0,5,1461,27,9,15,9,7,0.008364201218783606,0.000597442944198829
0.0,100000,0,2,2016,270000,1,0.0,1.0,5,1248,29,8,8,8,7,0.0002389771776795316,0.0002389771776795316
1.0,60000,0,1,2020,1000000,1,0.0,0.0,5,998,9,9,15,11,12,0.00967857569602103,0.0007169315330385948
1.0,100000,0,1,2016,1050000,1,0.0,1.0,7,1997,17,9,23,11,15,0.015414027960329788,0.0001194885888397658
2.0,110000,0,2,2012,450000,1,0.0,1.0,5,1968,28,9,17,10,11,0.0010753972995578922,0.0002389771776795316
1.0,135000,1,1,2011,1725000,1,0.0,1.0,5,2987,21,9,19,12,15,0.0015533516549169554,0.0003584657665192974
1.0,19500,1,1,2022,1175000,1,1.0,0.0,5,1462,30,9,24,13,21,0.0019118174214362528,0.0004779543553590632
2.0,22127,1,1,2021,940000,1,1.0,0.0,5,1199,8,9,20,12,10,0.020910503046959017,0.000597442944198829
0.0,78010,0,2,2015,250999,1,1.0,0.0,5,796,20,8,5,6,4,0.019476639980881824,0.017325845381766042
